trial,chromosome,n_val,spearman_rho,best_n_estimators,pruned
28,10,31808,0.1742929595561578,561,false
28,11,36908,0.16584763273127975,578,false
28,12,39700,0.17707262016805844,576,false
28,13,22392,0.16988697853908505,630,false
28,14,25976,0.16482918758679488,515,false
28,15,27880,0.16398010828313225,593,false
28,16,27972,0.16428183163808038,509,false
28,17,35444,0.16824094564498787,763,false
28,18,18180,0.16901946191159484,457,false
28,19,33552,0.15013623299053172,550,false
28,20,21792,0.16364283761518042,397,false
28,21,11324,0.17183418378859042,461,false
28,22,16664,0.16832290010935377,529,false
29,2,62104,0.1734807816929813,708,false
29,3,43116,0.16685788554534017,735,false
29,4,41448,0.18598394483948955,526,false
29,5,41200,0.1714660576272304,682,false
29,6,45488,0.17433790898208482,940,false
29,7,36816,0.1915233545726867,738,false
29,8,32904,0.16181585515101723,705,false
29,9,29048,0.1738521774642897,439,false
29,X,11156,0.15885705459290977,841,false
29,Y,1000,0.1854215224291279,856,false
29,10,31808,0.1752322507925715,854,false
29,11,36908,0.1701721758787285,877,false
29,12,39700,0.18279950364650271,697,false
29,13,22392,0.17449798799210772,901,false
29,14,25976,0.16777489719625446,1048,false
29,15,27880,0.167113695241816,680,false
29,16,27972,0.16866522645251855,709,false
29,17,35444,0.17080173758213732,757,false
29,18,18180,0.17125320060325824,682,false
29,19,33552,0.1574606685298985,1331,false
29,20,21792,0.16712185378802338,672,false
29,21,11324,0.17853038307035535,642,false
29,22,16664,0.17251442247470417,898,false
30,2,62104,0.17383032054922587,823,false
30,3,43116,0.16659890386935045,888,false
30,4,41448,0.1868484699418451,906,false
30,5,41200,0.1713695427201006,811,false
30,6,45488,0.17329634666508023,1238,false
30,7,36816,0.1910318948428694,988,false
30,8,32904,0.15839299464914264,972,false
30,9,29048,0.1696300998567307,501,false
30,X,11156,0.1631462753790375,1035,false
30,Y,1000,0.1832362660093349,1081,false
30,10,31808,0.17318357559757538,1197,false
30,11,36908,0.1708461146521555,1021,false
30,12,39700,0.1806632758642963,1257,false
30,13,22392,0.17393830910633473,1261,false
30,14,25976,0.16678584300618862,1050,false
30,15,27880,0.16547849004229176,922,false
30,16,27972,0.16613561969143625,1049,false
30,17,35444,0.17425039329654052,1272,false
30,18,18180,0.16838456617477188,934,false
30,19,33552,0.1556608350979644,1360,false
30,20,21792,0.1663908329258972,867,false
30,21,11324,0.18085517985668043,874,false
30,22,16664,0.17370485564272536,931,false
31,2,62104,0.17408396809349602,851,false
31,3,43116,0.1674472130050296,942,false
31,4,41448,0.1859796404252618,830,false
31,5,41200,0.17252601608510412,869,false
31,6,45488,0.17227634338338588,1415,false
31,7,36816,0.1904015681225259,887,false
31,8,32904,0.15962677192427002,1046,false
31,9,29048,0.17032945176468928,413,false
31,X,11156,0.1609468926620823,1178,false
31,Y,1000,0.1928153629175954,1014,false
31,10,31808,0.1733825557093244,1203,false
31,11,36908,0.17073141608125922,881,false
31,12,39700,0.1804561363773109,1258,false
31,13,22392,0.17398957705754223,1185,false
31,14,25976,0.16641529731892502,1051,false
31,15,27880,0.164774940320885,1063,false
31,16,27972,0.16770821376595454,1025,false
31,17,35444,0.17177608606089534,1168,false
31,18,18180,0.16975969301503518,1005,false
31,19,33552,0.15523140800350893,1915,false
31,20,21792,0.16710335622047184,870,false
31,21,11324,0.17897334430912362,882,false
31,22,16664,0.17285692858046123,1205,false
32,2,62104,0.17042593195858702,674,false
32,3,43116,0.1637895853135066,765,false
32,4,41448,0.18320535174263794,485,false
32,5,41200,0.16835413809784322,633,false
32,6,45488,0.17056344067983303,1152,false
32,7,36816,0.18661865359617633,615,false
32,8,32904,0.15757107715925317,848,false
32,9,29048,0.16994933300483253,324,false
32,X,11156,0.16178147669691365,852,false
32,Y,1000,0.18835602573576918,743,false
32,10,31808,0.1729907754195524,777,false
32,11,36908,0.16645157751852127,725,false
32,12,39700,0.17845203320574748,796,false
32,13,22392,0.17213218210980052,863,false
32,14,25976,0.16449018792764245,902,false
32,15,27880,0.16552188892602948,949,false
